asset_uid,asset_code,asset_name,asset_type,category,configuration_details,quantity,rate,warranty_end_date,warranty_end_year,purchase_date,po_invoice_bill_no,po_invoice_bill_path,tagname_hostname,serial_number,vendor_name,assigned_to,asset_location,status,remarks,source_sheet,source_row,duplicate_warning,live_sync_status,live_hostname,live_machine_id,live_last_seen
HW-B135DEF9A9,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,CONTENT5_LAPTOP_SAHIL,ETRAR00173019,PW,Sahil,Working Hall,Working,,Hall Details,66,,not_checked,,,
HW-D108EC64E5,,Lenovo,Lenovo,Lenovo,,1,,,,,,,CONTENT6_PC_LAKSHYA,URB7KMM5,PW,Lakshya,Working Hall,Working,,Hall Details,67,,not_checked,,,
HW-FE75156D03,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,CONTENT7_PC_RAJVEER,ETK6S00498019,PW,Rajveer,Working Hall,Working,,Hall Details,68,,not_checked,,,
HW-C07A47206C,,Lenovo,Lenovo,Lenovo,,1,,,,,,,CONTENT8_PC_VISHNUPRIYRA,URB7KMH9,PW,Vishnupriya,Working Hall,Working,,Hall Details,69,,not_checked,,,
HW-F5FDAEDA30,,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,32''- Benq -HRD - 4k,,1,,,,,,,CONTENT9_PC_KAVITA,ETN7S02202019,PW,Kavita,Working Hall,Working,,Hall Details,70,,not_checked,,,
HW-18A8E43DB8,STU1_PC,CPU,CPU,CPU,"i5 14 Gen -32GB RAM - 1TB SSD - 8 GB Graphic card  NVDI - key board,mouse -Windows 11 genuan windows",1,,,,,,,STU1_PC,01NFVN5,PW Vendor,,Studio 1,Working,,Studios,8,duplicate merged from Studios row 9,not_checked,,,
HW-6688C82BCC,STU1_IFP,IFP,IFP,IFP,75''- Maxhub - Modle - u7530 - Android 12 - Windows cracked with cable,1,,,,,,,STU1_IFP,99240712000272,Smart Infovision,,Studio 1,Working,,Studios,10,duplicate merged from Studios row 15,not_checked,,,
HW-5E0C68230C,STU1_PTZ,Camara,Camara,Camara,Maxhub -4k wall mounted - with Cable,1,,,,,,,STU1_PTZ,NA,Smart Infovision,,Studio 1,Working,,Studios,11,,not_checked,,,
HW-17449B3A89,MIC,colure mic,colure mic,colure mic,Ahuza wired -,1,,,,,,,MIC,NA,Smart Infovision,,Studio 1,Working,,Studios,12,duplicate merged from Studios row 13; duplicate merged from Studios row 26; duplicate merged from Studios row 27; duplicate merged from Studios row 40; duplicate merged from Studios row 41; duplicate merged from Studios row 54; duplicate merged from Studios row 55; duplicate merged from Studios row 68; duplicate merged from Studios row 69; duplicate merged from Studios row 82; duplicate merged from Studios row 83; duplicate merged from Studios row 96; duplicate merged from Studios row 97; duplicate merged from Studios row 110; duplicate merged from Studios row 111; duplicate merged from Studios row 124; duplicate merged from Studios row 125; duplicate merged from Studios row 138; duplicate merged from Studios row 139; duplicate merged from Studios row 152; duplicate merged from Studios row 153; duplicate merged from Studios row 166; duplicate merged from Studios row 167,not_checked,,,
HW-6114E5529F,STU1_MIC,colure mic,colure mic,colure mic,Blutooth Mic - hollyland,1,,,,,,,STU1_MIC,NA,Online- Amezon,,Studio 1,Working,,Studios,14,,not_checked,,,
HW-AC62F79C7B,,Studio  2,Studio  2,Studio  2,,1,,,,,,,,,,,Studios,,,Studios,19,,not_checked,,,
HW-0C8A9FED24,STU2_PC,CPU,CPU,CPU,"i5 14 Gen -32GB RAM - 1TB SSD - 8 GB Graphic card  NVDI - key board,mouse -Windows 11 genuan windows",1,,,,,,,STU2_PC,VR6TR4F,PW Vendor,,Studio 2,Working,,Studios,22,duplicate merged from Studios row 23,not_checked,,,
HW-57B9BFD615,STU2_IFP,IFP,IFP,IFP,75''- Maxhub - Modle - u7530 - Android 12 - Windows cracked with cable,1,,,,,,,STU2_IFP,99240712000249,Smart Infovision,,Studio 2,Working,,Studios,24,duplicate merged from Studios row 29,not_checked,,,
HW-0781B1FA82,STU2_PTZ,Camara,Camara,Camara,Maxhub -4k wall mounted - with Cable,1,,,,,,,STU2_PTZ,NA,Smart Infovision,,Studio 2,Working,,Studios,25,,not_checked,,,
HW-090C962D61,STU2_MIC,colure mic,colure mic,colure mic,Blutooth Mic - hollyland,1,,,,,,,STU2_MIC,NA,Online- Amezon,,Studio 2,Working,,Studios,28,,not_checked,,,
HW-9AE97302A1,,Studio  3,Studio  3,Studio  3,,1,,,,,,,,,,,Studios,,,Studios,33,,not_checked,,,
HW-C4E6425F27,STU3_PC,CPU,CPU,CPU,"i5 14 Gen -32GB RAM - 1TB SSD - 8 GB Graphic card  NVDI - key board,mouse -Windows 11 genuan windows",1,,,,,,,STU3_PC,TR6VR5X,PW Vendor,,Studio 3,Working,,Studios,36,duplicate merged from Studios row 37,not_checked,,,
HW-085170DD00,STU3_IFP,IFP,IFP,IFP,75''- Maxhub - Modle - u7530 - Android 12 - Windows cracked with cable,1,,,,,,,STU3_IFP,99240712000253,Smart Infovision,,Studio 3,Working,,Studios,38,duplicate merged from Studios row 43,not_checked,,,
HW-B564D3CD77,STU3_PTZ,Camara,Camara,Camara,Maxhub -4k wall mounted - with Cable,1,,,,,,,STU3_PTZ,NA,Smart Infovision,,Studio 3,Working,,Studios,39,,not_checked,,,
HW-A74185455E,STU3_MIC,colure mic,colure mic,colure mic,Blutooth Mic - hollyland,1,,,,,,,STU3_MIC,NA,Online- Amezon,,Studio 3,Working,,Studios,42,,not_checked,,,
HW-2B4B06EBF1,,Studio  4,Studio  4,Studio  4,,1,,,,,,,,,,,Studios,,,Studios,47,,not_checked,,,
HW-AC952F5B8A,STU4_PC,CPU,CPU,CPU,"i5 14 Gen -32GB RAM - 1TB SSD - 8 GB Graphic card  NVDI - key board,mouse -Windows 11 genuan windows",1,,,,,,,STU4_PC,3NCEDU7,PW Vendor,,Studio 4,Working,,Studios,50,duplicate merged from Studios row 51,not_checked,,,
HW-1847CA7882,STU4_IFP,IFP,IFP,IFP,75''- Maxhub - Modle - u7530 - Android 12 - Windows cracked with cable,1,,,,,,,STU4_IFP,99240712000268,Smart Infovision,,Studio 4,Working,,Studios,52,duplicate merged from Studios row 57,not_checked,,,
HW-370465E40C,STU4_PTZ,Camara,Camara,Camara,Maxhub -4k wall mounted - with Cable,1,,,,,,,STU4_PTZ,NA,Smart Infovision,,Studio 4,Working,,Studios,53,,not_checked,,,
HW-F2197D8B69,STU4_MIC,colure mic,colure mic,colure mic,Blutooth Mic - hollyland,1,,,,,,,STU4_MIC,NA,Online- Amezon,,Studio 4,Working,,Studios,56,,not_checked,,,
HW-B7B7E33B22,,Studio  5,Studio  5,Studio  5,,1,,,,,,,,,,,Studios,,,Studios,61,,not_checked,,,
HW-334A56E724,STU5_PC,CPU,CPU,CPU,"i5 14 Gen -32GB RAM - 1TB SSD - 8 GB Graphic card  NVDI - key board,mouse -Windows 11 genuan windows",1,,,,,,,STU5_PC,G2T0LMK,PW Vendor,,Studio 5,Working,,Studios,64,duplicate merged from Studios row 65,not_checked,,,
HW-5C69DE921A,STU5_IFP,IFP,IFP,IFP,75''- Maxhub - Modle - u7530 - Android 12 - Windows cracked with cable,1,,,,,,,STU5_IFP,99240711000011,Smart Infovision,,Studio 5,Working,,Studios,66,duplicate merged from Studios row 71,not_checked,,,
HW-3F67B9E9C2,STU5_PTZ,Camara,Camara,Camara,Maxhub -4k wall mounted - with Cable,1,,,,,,,STU5_PTZ,NA,Smart Infovision,,Studio 5,Working,,Studios,67,,not_checked,,,
HW-0A8E57E703,STU5_MIC,colure mic,colure mic,colure mic,Blutooth Mic - hollyland,1,,,,,,,STU5_MIC,NA,Online- Amezon,,Studio 5,Working,,Studios,70,,not_checked,,,
HW-21DDD7D3F5,,Studio  6,Studio  6,Studio  6,,1,,,,,,,,,,,Studios,,,Studios,75,,not_checked,,,
HW-698A924E7D,STU6_PC,CPU,CPU,CPU,-,1,,,,,,,STU6_PC,-,-,,Studio 6,-,,Studios,78,duplicate merged from Studios row 79,not_checked,,,
HW-3470791FA7,STU6_IFP,IFP,IFP,IFP,-,1,,,,,,,STU6_IFP,-,-,,Studio 6,-,,Studios,80,duplicate merged from Studios row 85,not_checked,,,
HW-768B1D9FCB,STU6_PTZ,Camara,Camara,Camara,-,1,,,,,,,STU6_PTZ,-,-,,Studio 6,-,,Studios,81,,not_checked,,,
HW-395D73AC4C,STU6_MIC,colure mic,colure mic,colure mic,-,1,,,,,,,STU6_MIC,-,-,,Studio 6,-,,Studios,84,,not_checked,,,
HW-8453A98641,,Studio  7,Studio  7,Studio  7,,1,,,,,,,,,,,Studios,,,Studios,89,,not_checked,,,
HW-9B4FFA6723,STU7_PC,CPU,CPU,CPU,"AMD Reyzen 5 - 32 GB RAM - 1TB SSD - 8 GB Graphic card  NVDI - key board,mouse -Windows 11 genuan windows",1,,,,,,,STU7_PC,178BFBFF00A60F12,PW Vendor,,Studio 7,Working,,Studios,92,duplicate merged from Studios row 93,not_checked,,,
HW-F2E4101C42,STU7_IFP,IFP,IFP,IFP,75''- Senses - Android 12 - Windows cracked with cable,1,,,,,,,STU7_IFP,BFEBFBFF000906A3,Smart Infovision,,Studio 7,Working,,Studios,94,duplicate merged from Studios row 99,not_checked,,,
HW-AE3719A127,STU7_PTZ,Camara,Camara,Camara,AIWaft  -4k wall mounted - with Cable,1,,,,,,,STU7_PTZ,NA,Smart Infovision,,Studio 7,Working,,Studios,95,,not_checked,,,
HW-43132B923D,STU7_MIC,colure mic,colure mic,colure mic,Blutooth Mic - DJI,1,,,,,,,STU7_MIC,NA,Online- Amezon,,Studio 7,Working,,Studios,98,,not_checked,,,
HW-8360E0237D,,Studio  8,Studio  8,Studio  8,,1,,,,,,,,,,,Studios,,,Studios,103,,not_checked,,,
HW-3F34841F76,STU8_PC,CPU,CPU,CPU,"AMD Reyzen 5 - 32 GB RAM - 1TB SSD - 8 GB Graphic card  NVDI - key board,mouse -Windows 11 genuan windows",1,,,,,,,STU8_PC,178BFBFF00A60F12,PW Vendor,,Studio 8,Working,,Studios,106,duplicate merged from Studios row 107,not_checked,,,
HW-5946AD4F58,STU8_IFP,IFP,IFP,IFP,75''- Senses - Android 12 - Windows cracked with cable,1,,,,,,,STU8_IFP,BFEBFBFF000906A3,Smart Infovision,,Studio 8,Working,,Studios,108,duplicate merged from Studios row 113,not_checked,,,
HW-DD571AA333,STU8_PTZ,Camara,Camara,Camara,AIWaft  -4k wall mounted - with Cable,1,,,,,,,STU8_PTZ,NA,Smart Infovision,,Studio 8,Working,,Studios,109,,not_checked,,,
HW-80E7B180D5,STU8_MIC,colure mic,colure mic,colure mic,Blutooth Mic - DJI,1,,,,,,,STU8_MIC,NA,Online- Amezon,,Studio 8,Working,,Studios,112,,not_checked,,,
HW-ECD5A74D7A,,Studio  9,Studio  9,Studio  9,,1,,,,,,,,,,,Studios,,,Studios,117,,not_checked,,,
HW-CB075261D6,STU9_PC,CPU,CPU,CPU,-,1,,,,,,,STU9_PC,-,PW Vendor,,Studio 9,Not available,,Studios,120,duplicate merged from Studios row 121,not_checked,,,
HW-9D48F0A95D,STU9_IFP,IFP,IFP,IFP,75''- Senses - Android 12 - Windows cracked with cable,1,,,,,,,STU9_IFP,-,Smart Infovision,,Studio 9,Stand,,Studios,122,duplicate merged from Studios row 127,not_checked,,,
HW-EC6F9E160C,STU9_PTZ,Camara,Camara,Camara,-,1,,,,,,,STU9_PTZ,-,Smart Infovision,,Studio 9,Not available,,Studios,123,,not_checked,,,
HW-4D6820E6D6,STU9_MIC,colure mic,colure mic,colure mic,-,1,,,,,,,STU9_MIC,-,Online- Amezon,,Studio 9,Not available,,Studios,126,,not_checked,,,
HW-02825586DE,,Studio  10,Studio  10,Studio  10,,1,,,,,,,,,,,Studios,,,Studios,131,,not_checked,,,
HW-2566A175DA,STU10_PC,CPU,CPU,CPU,"AMD Reyzen 5 - 32 GB RAM - 1TB SSD - 8 GB Graphic card  NVDI - key board,mouse -Windows 11 genuan windows",1,,,,,,,STU10_PC,178BFBFF00A60F12,PW Vendor,,Studio 10,Working,,Studios,134,duplicate merged from Studios row 135,not_checked,,,
HW-516161600A,STU10_IFP,IFP,IFP,IFP,75''- Senses - Android 12 - Windows cracked with cable,1,,,,,,,STU10_IFP,BFEBFBFF000906A3,Smart Infovision,,Studio 10,Working,,Studios,136,duplicate merged from Studios row 141,not_checked,,,
HW-32FC01FB5C,STU10_PTZ,Camara,Camara,Camara,AIWaft  -4k wall mounted - with Cable,1,,,,,,,STU10_PTZ,NA,Smart Infovision,,Studio 10,Working,,Studios,137,,not_checked,,,
HW-71D1B19D6A,STU10_MIC,colure mic,colure mic,colure mic,Blutooth Mic - DJI,1,,,,,,,STU10_MIC,NA,Online- Amezon,,Studio 10,Working,,Studios,140,,not_checked,,,
HW-2FDB8919F6,,Studio  11,Studio  11,Studio  11,,1,,,,,,,,,,,Studios,,,Studios,145,,not_checked,,,
HW-26D93305BE,STU11_PC,CPU,CPU,CPU,"i5 14 Gen -32GB RAM - 1TB SSD - 8 GB Graphic card  NVDI - key board,mouse -Windows 11 genuan windows",1,,,,,,,STU11_PC,BFEBFBFF000B06F2,PW Vendor,,Studio 11,Working,,Studios,148,duplicate merged from Studios row 149,not_checked,,,
HW-C2AE47A8D4,STU11_IFP,IFP,IFP,IFP,75''- Senses - Android 12 - Windows cracked with cable,1,,,,,,,STU11_IFP,BFEBFBFF000906A3,Smart Infovision,,Studio 11,Working,,Studios,150,duplicate merged from Studios row 155,not_checked,,,
HW-AB31488702,STU11_PTZ,Camara,Camara,Camara,AIWaft  -4k wall mounted - with Cable,1,,,,,,,STU11_PTZ,NA,Smart Infovision,,Studio 11,Working,,Studios,151,,not_checked,,,
HW-19C855D0CD,STU11_MIC,colure mic,colure mic,colure mic,Blutooth Mic - DJI,1,,,,,,,STU11_MIC,NA,Online- Amezon,,Studio 11,Working,,Studios,154,,not_checked,,,
HW-6A68F21481,,Studio  12,Studio  12,Studio  12,,1,,,,,,,,,,,Studios,,,Studios,159,,not_checked,,,
HW-B7656F7BFF,STU12_PC,CPU,CPU,CPU,"AMD Reyzen 5 - 32 GB RAM - 1TB SSD - 8 GB Graphic card  NVDI - key board,mouse -Windows 11 genuan windows",1,,,,,,,STU12_PC,178BFBFF00A60F12,PW Vendor,,Studio 12,Working,,Studios,162,duplicate merged from Studios row 163,not_checked,,,
HW-3A7F46E24D,STU12_IFP,IFP,IFP,IFP,75''- Senses - Android 12 - Windows cracked with cable,1,,,,,,,STU12_IFP,BFEBFBFF000906A3,Smart Infovision,,Studio 12,Working,,Studios,164,duplicate merged from Studios row 169,not_checked,,,
HW-26A5C67335,STU12_PTZ,Camara,Camara,Camara,AIWaft  -4k wall mounted - with Cable,1,,,,,,,STU12_PTZ,NA,Smart Infovision,,Studio 12,Working,,Studios,165,,not_checked,,,
HW-0E0C199154,STU12_MIC,colure mic,colure mic,colure mic,Blutooth Mic - DJI,1,,,,,,,STU12_MIC,NA,Online- Amezon,,Studio 12,Working,,Studios,168,,not_checked,,,
HW-86B1789AC2,Network,Router,Router,Router,TP link Router 300 Mbps,1,,,,,,,Network,NA,PW,,Support,Working,,Support 1,5,duplicate merged from Support 1 row 6; duplicate merged from Support 1 row 7; duplicate merged from Support 2 row 5; duplicate merged from Support 2 row 6,not_checked,,,
HW-FF3F2B59B7,Harshita,Teliphone,Teliphone,Teliphone,Teliphone,1,,,,,,,Harshita,NA,PW,,Support,Working,,Support 1,8,duplicate merged from Support 2 row 7,not_checked,,,
HW-C0CB207A93,SUP1PC1,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,,,,SUP1PC1,NA,PW,,Support,Working,,Support 1,9,duplicate merged from Support 1 row 28,not_checked,,,
HW-E291DE1675,SUP1PC2,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,,,,SUP1PC2,NA,PW,,Support,Working,,Support 1,10,duplicate merged from Support 1 row 29,not_checked,,,
HW-85E59E106F,SUP1PC3,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP1PC3,NA,PW,,Support,Working,,Support 1,11,duplicate merged from Support 1 row 30,not_checked,,,
HW-D7A6DDC78E,SUP1PC4,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP1PC4,NA,PW,,Support,Working,,Support 1,12,duplicate merged from Support 1 row 31,not_checked,,,
HW-0281B5C0B5,SUP1PC5,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP1PC5,NA,PW,,Support,Working,,Support 1,13,duplicate merged from Support 1 row 32,not_checked,,,
HW-32127016F3,SUP1PC6,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP1PC6,NA,PW,,Support,Working,,Support 1,14,duplicate merged from Support 1 row 33,not_checked,,,
HW-C200CAA59C,SUP1PC7,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP1PC7,NA,PW,,Support,Working,,Support 1,15,duplicate merged from Support 1 row 34,not_checked,,,
HW-DC8E364CAB,SUP1PC8,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP1PC8,NA,PW,,Support,Working,,Support 1,16,duplicate merged from Support 1 row 35,not_checked,,,
HW-8E42B7E798,SUP1PC9,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,,,,SUP1PC9,NA,PW,,Support,Working,,Support 1,17,duplicate merged from Support 1 row 36,not_checked,,,
HW-EFD35C87AD,SUP1PC10,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP1PC10,NA,PW,,Support,Working,,Support 1,18,duplicate merged from Support 1 row 37,not_checked,,,
HW-10B7CD4AF0,SUP1PC11,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,,,,SUP1PC11,NA,PW,,Support,Working,,Support 1,19,duplicate merged from Support 1 row 38,not_checked,,,
HW-DF9B5D337E,SUP1PC12,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP1PC12,NA,PW,,Support,Working,,Support 1,20,duplicate merged from Support 1 row 39,not_checked,,,
HW-C035B0676D,SUP1PC13,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,,,,SUP1PC13,NA,PW,,Support,Working,,Support 1,21,duplicate merged from Support 1 row 40,not_checked,,,
HW-E4BEC94F6A,SUP1PC14,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Win 11 Pro LTS 64 bit os,1,,,,,,,SUP1PC14,NA,PW,,Support,Working,,Support 1,22,duplicate merged from Support 1 row 41,not_checked,,,
HW-E2EEAA6A8F,,Moniter,Moniter,Moniter,,1,,,,,,,,,,,Support 1,,,Support 1,25,,not_checked,,,
HW-9AC381B254,SUP2PC1,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC1,NA,PW,,Support,Working,,Support 2,8,duplicate merged from Support 2 row 42,not_checked,,,
HW-2AAF46D8E6,SUP2PC2,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC2,NA,PW,,Support,Working,,Support 2,9,duplicate merged from Support 2 row 43,not_checked,,,
HW-7C8C9452CE,SUP2PC3,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC3,NA,PW,,Support,Working,,Support 2,10,duplicate merged from Support 2 row 44,not_checked,,,
HW-ADB17B0802,SUP2PC4,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC4,NA,PW,,Support,Working,,Support 2,11,duplicate merged from Support 2 row 45,not_checked,,,
HW-AA1170E757,SUP2PC5,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC5,NA,PW,,Support,Working,,Support 2,12,duplicate merged from Support 2 row 46,not_checked,,,
HW-EB35C720D3,SUP2PC6,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC6,NA,PW,,Support,Working,,Support 2,13,duplicate merged from Support 2 row 47,not_checked,,,
HW-01BAB01060,SUP2PC7,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC7,NA,PW,,Support,Working,,Support 2,14,duplicate merged from Support 2 row 48,not_checked,,,
HW-E8DB8A35D5,SUP2PC8,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC8,NA,PW,,Support,Working,,Support 2,15,duplicate merged from Support 2 row 49,not_checked,,,
HW-0ABDB10828,SUP2PC9,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC9,NA,PW,,Support,Working,,Support 2,16,duplicate merged from Support 2 row 50,not_checked,,,
HW-8A87B6AB60,SUP2PC10,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC10,NA,PW,,Support,Working,,Support 2,17,duplicate merged from Support 2 row 51,not_checked,,,
HW-65A01994B9,SUP2PC11,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC11,NA,PW,,Support,Working,,Support 2,18,duplicate merged from Support 2 row 52,not_checked,,,
HW-146D53D689,SUP2PC12,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC12,NA,PW,,Support,Working,,Support 2,19,duplicate merged from Support 2 row 53,not_checked,,,
HW-936C25DB23,SUP2PC13,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC13,NA,PW,,Support,Working,,Support 2,20,duplicate merged from Support 2 row 54,not_checked,,,
HW-ED718A2996,SUP2PC14,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC14,NA,PW,,Support,Working,,Support 2,21,duplicate merged from Support 2 row 55,not_checked,,,
HW-19FD5C2AFF,SUP2PC15,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC15,NA,PW,,Support,Working,,Support 2,22,duplicate merged from Support 2 row 56,not_checked,,,
HW-80AB3C8A81,SUP2PC16,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC16,NA,PW,,Support,Working,,Support 2,23,duplicate merged from Support 2 row 57,not_checked,,,
HW-36D7115F62,SUP2PC17,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC17,NA,PW,,Support,Working,,Support 2,24,duplicate merged from Support 2 row 58,not_checked,,,
HW-83940F57AB,SUP2PC18,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,CUP With Keybord and Mouse and Headohone,i3 9gen - 8 Gb Ram - 256 GB SSD-Ubuntu 24.04.4 LTS 64 bit os,1,,,,,,,SUP2PC18,NA,PW,,Support,Working,,Support 2,25,duplicate merged from Support 2 row 59,not_checked,,,
